"Statistic Label","Quarter","Sex","UNIT","VALUE"
"Births Within Marriage Registered","1977Q2","Both sexes","Number","16907"
"Births Within Marriage Registered","1977Q2","Male","Number",""
"Births Within Marriage Registered","1977Q2","Female","Number",""
"Births Within Marriage Registered","1977Q3","Both sexes","Number","16859"
"Births Within Marriage Registered","1977Q3","Male","Number",""
"Births Within Marriage Registered","1977Q3","Female","Number",""
"Births Within Marriage Registered","1977Q4","Both sexes","Number","15751"
"Births Within Marriage Registered","1977Q4","Male","Number",""
"Births Within Marriage Registered","1977Q4","Female","Number",""
"Births Within Marriage Registered","1978Q1","Both sexes","Number","16868"
"Births Within Marriage Registered","1978Q1","Male","Number",""
"Births Within Marriage Registered","1978Q1","Female","Number",""
"Births Within Marriage Registered","1978Q2","Both sexes","Number","17605"
"Births Within Marriage Registered","1978Q2","Male","Number",""
"Births Within Marriage Registered","1978Q2","Female","Number",""
"Births Within Marriage Registered","1978Q3","Both sexes","Number","17021"
"Births Within Marriage Registered","1978Q3","Male","Number",""
"Births Within Marriage Registered","1978Q3","Female","Number",""
"Births Within Marriage Registered","1978Q4","Both sexes","Number","15399"
"Births Within Marriage Registered","1978Q4","Male","Number",""
"Births Within Marriage Registered","1978Q4","Female","Number",""
"Births Within Marriage Registered","1979Q1","Both sexes","Number","17884"
"Births Within Marriage Registered","1979Q1","Male","Number",""
"Births Within Marriage Registered","1979Q1","Female","Number",""
"Births Within Marriage Registered","1979Q2","Both sexes","Number","17805"
"Births Within Marriage Registered","1979Q2","Male","Number",""
"Births Within Marriage Registered","1979Q2","Female","Number",""
"Births Within Marriage Registered","1979Q3","Both sexes","Number","16782"
"Births Within Marriage Registered","1979Q3","Male","Number",""
"Births Within Marriage Registered","1979Q3","Female","Number",""
"Births Within Marriage Registered","1979Q4","Both sexes","Number","16550"
"Births Within Marriage Registered","1979Q4","Male","Number",""
"Births Within Marriage Registered","1979Q4","Female","Number",""
"Births Within Marriage Registered","1980Q1","Both sexes","Number","17973"
"Births Within Marriage Registered","1980Q1","Male","Number",""
"Births Within Marriage Registered","1980Q1","Female","Number",""
"Births Within Marriage Registered","1980Q2","Both sexes","Number","18329"
"Births Within Marriage Registered","1980Q2","Male","Number",""
"Births Within Marriage Registered","1980Q2","Female","Number",""
"Births Within Marriage Registered","1980Q3","Both sexes","Number","17612"
"Births Within Marriage Registered","1980Q3","Male","Number",""
"Births Within Marriage Registered","1980Q3","Female","Number",""
"Births Within Marriage Registered","1980Q4","Both sexes","Number","16783"
"Births Within Marriage Registered","1980Q4","Male","Number",""
"Births Within Marriage Registered","1980Q4","Female","Number",""
"Births Within Marriage Registered","1981Q1","Both sexes","Number","17329"
"Births Within Marriage Registered","1981Q1","Male","Number",""
"Births Within Marriage Registered","1981Q1","Female","Number",""
"Births Within Marriage Registered","1981Q2","Both sexes","Number","17880"
"Births Within Marriage Registered","1981Q2","Male","Number",""
"Births Within Marriage Registered","1981Q2","Female","Number",""
"Births Within Marriage Registered","1981Q3","Both sexes","Number","17082"
"Births Within Marriage Registered","1981Q3","Male","Number",""
"Births Within Marriage Registered","1981Q3","Female","Number",""
"Births Within Marriage Registered","1981Q4","Both sexes","Number","16153"
"Births Within Marriage Registered","1981Q4","Male","Number",""
"Births Within Marriage Registered","1981Q4","Female","Number",""
"Births Within Marriage Registered","1982Q1","Both sexes","Number","16476"
"Births Within Marriage Registered","1982Q1","Male","Number",""
"Births Within Marriage Registered","1982Q1","Female","Number",""
"Births Within Marriage Registered","1982Q2","Both sexes","Number","17344"
"Births Within Marriage Registered","1982Q2","Male","Number",""
"Births Within Marriage Registered","1982Q2","Female","Number",""
"Births Within Marriage Registered","1982Q3","Both sexes","Number","17098"
"Births Within Marriage Registered","1982Q3","Male","Number",""
"Births Within Marriage Registered","1982Q3","Female","Number",""
"Births Within Marriage Registered","1982Q4","Both sexes","Number","15664"
"Births Within Marriage Registered","1982Q4","Male","Number",""
"Births Within Marriage Registered","1982Q4","Female","Number",""
"Births Within Marriage Registered","1983Q1","Both sexes","Number","15995"
"Births Within Marriage Registered","1983Q1","Male","Number",""
"Births Within Marriage Registered","1983Q1","Female","Number",""
"Births Within Marriage Registered","1983Q2","Both sexes","Number","16067"
"Births Within Marriage Registered","1983Q2","Male","Number",""
"Births Within Marriage Registered","1983Q2","Female","Number",""
"Births Within Marriage Registered","1983Q3","Both sexes","Number","15910"
"Births Within Marriage Registered","1983Q3","Male","Number",""
"Births Within Marriage Registered","1983Q3","Female","Number",""
"Births Within Marriage Registered","1983Q4","Both sexes","Number","14326"
"Births Within Marriage Registered","1983Q4","Male","Number",""
"Births Within Marriage Registered","1983Q4","Female","Number",""
"Births Within Marriage Registered","1984Q1","Both sexes","Number","15163"
"Births Within Marriage Registered","1984Q1","Male","Number",""
"Births Within Marriage Registered","1984Q1","Female","Number",""
"Births Within Marriage Registered","1984Q2","Both sexes","Number","14965"
"Births Within Marriage Registered","1984Q2","Male","Number",""
"Births Within Marriage Registered","1984Q2","Female","Number",""
"Births Within Marriage Registered","1984Q3","Both sexes","Number","14882"
"Births Within Marriage Registered","1984Q3","Male","Number",""
"Births Within Marriage Registered","1984Q3","Female","Number",""
"Births Within Marriage Registered","1984Q4","Both sexes","Number","14197"
"Births Within Marriage Registered","1984Q4","Male","Number",""
"Births Within Marriage Registered","1984Q4","Female","Number",""
"Births Within Marriage Registered","1985Q1","Both sexes","Number","14597"
"Births Within Marriage Registered","1985Q1","Male","Number",""
"Births Within Marriage Registered","1985Q1","Female","Number",""
"Births Within Marriage Registered","1985Q2","Both sexes","Number","14671"
"Births Within Marriage Registered","1985Q2","Male","Number",""
"Births Within Marriage Registered","1985Q2","Female","Number",""
"Births Within Marriage Registered","1985Q3","Both sexes","Number","14388"
"Births Within Marriage Registered","1985Q3","Male","Number",""
"Births Within Marriage Registered","1985Q3","Female","Number",""
"Births Within Marriage Registered","1985Q4","Both sexes","Number","13326"
"Births Within Marriage Registered","1985Q4","Male","Number",""
"Births Within Marriage Registered","1985Q4","Female","Number",""
"Births Within Marriage Registered","1986Q1","Both sexes","Number","13705"
"Births Within Marriage Registered","1986Q1","Male","Number",""
"Births Within Marriage Registered","1986Q1","Female","Number",""
"Births Within Marriage Registered","1986Q2","Both sexes","Number","15130"
"Births Within Marriage Registered","1986Q2","Male","Number",""
"Births Within Marriage Registered","1986Q2","Female","Number",""
"Births Within Marriage Registered","1986Q3","Both sexes","Number","13620"
"Births Within Marriage Registered","1986Q3","Male","Number",""
"Births Within Marriage Registered","1986Q3","Female","Number",""
"Births Within Marriage Registered","1986Q4","Both sexes","Number","13093"
"Births Within Marriage Registered","1986Q4","Male","Number",""
"Births Within Marriage Registered","1986Q4","Female","Number",""
"Births Within Marriage Registered","1987Q1","Both sexes","Number","13375"
"Births Within Marriage Registered","1987Q1","Male","Number",""
"Births Within Marriage Registered","1987Q1","Female","Number",""
"Births Within Marriage Registered","1987Q2","Both sexes","Number","13833"
"Births Within Marriage Registered","1987Q2","Male","Number",""
"Births Within Marriage Registered","1987Q2","Female","Number",""
"Births Within Marriage Registered","1987Q3","Both sexes","Number","13223"
"Births Within Marriage Registered","1987Q3","Male","Number",""
"Births Within Marriage Registered","1987Q3","Female","Number",""
"Births Within Marriage Registered","1987Q4","Both sexes","Number","12052"
"Births Within Marriage Registered","1987Q4","Male","Number",""
"Births Within Marriage Registered","1987Q4","Female","Number",""
"Births Within Marriage Registered","1988Q1","Both sexes","Number","12330"
"Births Within Marriage Registered","1988Q1","Male","Number",""
"Births Within Marriage Registered","1988Q1","Female","Number",""
"Births Within Marriage Registered","1988Q2","Both sexes","Number","12782"
"Births Within Marriage Registered","1988Q2","Male","Number",""
"Births Within Marriage Registered","1988Q2","Female","Number",""
"Births Within Marriage Registered","1988Q3","Both sexes","Number","12248"
"Births Within Marriage Registered","1988Q3","Male","Number",""
"Births Within Marriage Registered","1988Q3","Female","Number",""
"Births Within Marriage Registered","1988Q4","Both sexes","Number","10604"
"Births Within Marriage Registered","1988Q4","Male","Number",""
"Births Within Marriage Registered","1988Q4","Female","Number",""
"Births Within Marriage Registered","1989Q1","Both sexes","Number","11493"
"Births Within Marriage Registered","1989Q1","Male","Number",""
"Births Within Marriage Registered","1989Q1","Female","Number",""
"Births Within Marriage Registered","1989Q2","Both sexes","Number","12238"
"Births Within Marriage Registered","1989Q2","Male","Number",""
"Births Within Marriage Registered","1989Q2","Female","Number",""
"Births Within Marriage Registered","1989Q3","Both sexes","Number","11533"
"Births Within Marriage Registered","1989Q3","Male","Number",""
"Births Within Marriage Registered","1989Q3","Female","Number",""
"Births Within Marriage Registered","1989Q4","Both sexes","Number","9873"
"Births Within Marriage Registered","1989Q4","Male","Number",""
"Births Within Marriage Registered","1989Q4","Female","Number",""
"Births Within Marriage Registered","1990Q1","Both sexes","Number","11458"
"Births Within Marriage Registered","1990Q1","Male","Number",""
"Births Within Marriage Registered","1990Q1","Female","Number",""
"Births Within Marriage Registered","1990Q2","Both sexes","Number","12106"
"Births Within Marriage Registered","1990Q2","Male","Number",""
"Births Within Marriage Registered","1990Q2","Female","Number",""
"Births Within Marriage Registered","1990Q3","Both sexes","Number","11258"
"Births Within Marriage Registered","1990Q3","Male","Number",""
"Births Within Marriage Registered","1990Q3","Female","Number",""
"Births Within Marriage Registered","1990Q4","Both sexes","Number","10472"
"Births Within Marriage Registered","1990Q4","Male","Number",""
"Births Within Marriage Registered","1990Q4","Female","Number",""
"Births Within Marriage Registered","1991Q1","Both sexes","Number","11266"
"Births Within Marriage Registered","1991Q1","Male","Number",""
"Births Within Marriage Registered","1991Q1","Female","Number",""
"Births Within Marriage Registered","1991Q2","Both sexes","Number","11151"
"Births Within Marriage Registered","1991Q2","Male","Number",""
"Births Within Marriage Registered","1991Q2","Female","Number",""
"Births Within Marriage Registered","1991Q3","Both sexes","Number","11373"
